,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
479,0,0,15,1,0,1,1,1,2,2,1,0,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,13,12,12
480,0,0,15,1,0,1,4,4,3,3,3,0,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11,12
481,0,0,16,1,1,1,2,2,0,2,0,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,13,11,11
482,0,0,15,1,0,1,4,2,2,2,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15,15
483,0,1,16,1,0,1,2,2,3,2,3,0,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,11
484,0,1,16,1,1,0,4,4,4,1,3,1,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9,9,10
485,0,0,16,1,0,1,3,3,2,2,1,1,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,9,11,11
486,0,0,15,1,0,1,4,3,3,2,3,1,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,14,13,13
487,0,0,16,1,1,1,3,1,2,2,1,0,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12,13,12
488,0,0,16,1,0,1,4,2,4,3,1,1,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13,14,14
489,0,1,15,1,1,1,2,2,3,1,3,1,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,11,12,12
490,0,0,15,0,0,1,1,1,0,2,1,1,2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13,13
491,0,1,16,0,0,1,4,3,3,2,3,1,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11,11
492,0,0,16,1,0,1,2,1,2,2,0,1,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,13,12,12
493,0,0,16,1,0,1,4,4,2,2,3,1,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12,13,13
494,0,0,16,1,0,1,4,3,2,0,0,1,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12,13,13
495,0,1,16,1,0,1,4,4,3,3,2,1,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,9,9,8
496,0,1,16,1,0,1,4,4,3,4,2,0,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,16,16
497,0,1,15,1,0,1,4,4,3,2,0,1,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13,12
499,0,1,15,1,0,0,3,4,3,2,0,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16,16,16
500,0,0,15,1,0,0,3,3,2,1,3,0,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,10,10
501,0,0,15,1,0,1,2,2,2,2,0,1,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10,10,10
502,0,1,16,1,0,1,3,3,3,2,1,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13,14,14
503,0,1,15,0,0,1,4,4,2,2,1,0,4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,12,10,11
504,0,0,16,1,1,1,4,4,1,1,2,1,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14
505,0,1,15,1,1,0,4,4,4,4,0,1,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13,14,14
506,0,0,16,0,0,1,3,3,3,2,3,0,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,4,11,11,11
507,0,0,16,1,0,1,2,2,0,2,1,1,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,12,8,10,10
508,0,1,15,1,1,1,4,2,4,2,0,1,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,17,18
509,0,1,15,0,0,1,2,1,1,3,3,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,10,9,10
510,0,1,16,1,0,1,4,4,4,4,0,0,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,16,14,14
511,0,1,15,1,0,1,4,4,2,4,3,0,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,16,15,16
512,0,1,16,1,0,1,3,3,2,3,1,0,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14,15
513,0,1,17,0,0,1,1,3,2,2,0,0,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,12,11,11
514,0,1,15,1,0,1,3,4,2,2,3,0,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,14,13,14
515,0,0,15,1,0,1,1,2,0,3,0,1,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14,14
516,0,1,15,1,0,1,2,2,3,3,1,0,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,14,13,13
517,0,0,16,1,1,1,2,4,2,1,0,0,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13
518,0,1,16,1,0,1,4,4,1,2,0,1,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12,13,13
519,0,0,16,1,0,1,2,2,2,2,1,1,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12,11,11
520,0,1,15,1,0,1,3,4,3,3,1,0,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9,9
521,0,0,15,1,1,0,3,4,2,2,1,1,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,10,11,11
522,0,0,19,1,0,1,0,1,0,2,0,2,1,2,2,0,1,0,0,0,0,0,0,3,4,2,1,1,5,0,9,10,11
523,0,1,16,0,0,1,4,4,4,4,0,1,1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,14,14,15
524,0,1,16,1,0,1,2,3,2,2,0,1,2,3,0,0,1,0,0,0,1,1,1,3,2,3,2,2,1,4,13,12,13
525,0,0,15,0,0,1,3,4,3,4,0,0,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10,11,12
526,0,0,18,1,0,1,2,1,3,2,3,1,1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,10,9,8
527,0,0,17,1,1,0,2,1,2,2,0,1,3,1,0,0,1,0,0,1,1,1,0,3,2,2,1,2,5,8,11,10,11
528,0,0,15,1,0,1,1,1,0,2,0,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,6,11,12,13
529,0,0,17,1,1,1,2,2,2,2,0,0,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,13,12,12
530,0,0,16,1,0,0,3,4,3,2,0,0,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,15,13,14
531,0,1,16,1,0,1,2,1,0,2,0,1,4,1,0,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,9,9,11
532,0,0,16,1,0,0,2,2,2,2,1,1,1,1,1,0,0,0,0,1,1,0,0,5,3,4,1,1,5,12,13,11,11
533,0,1,15,0,0,1,3,4,0,4,0,1,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,2,12,11,11
534,0,0,15,1,0,1,4,4,3,0,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,13,14,15
535,0,1,17,0,0,1,3,4,0,2,0,1,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,10,9,10
536,0,0,16,0,0,1,1,1,0,2,0,1,4,2,0,0,1,0,0,1,1,0,0,5,1,3,1,1,3,0,14,13,13
537,0,1,18,1,1,1,3,1,3,3,0,1,2,1,0,0,0,0,1,1,1,1,1,3,3,4,4,5,4,2,11,11,12
538,0,0,18,1,0,0,3,2,2,3,0,2,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,12,11,11
539,0,0,16,0,0,1,1,1,2,3,3,1,2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,8,12,11,11
540,0,0,16,1,0,0,3,3,2,2,0,2,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,9,9,10
541,0,1,16,1,1,1,1,1,3,2,0,1,1,2,2,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10,10,10
542,0,0,15,1,0,1,4,4,4,4,0,1,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13,14,14
543,0,0,15,0,0,1,1,1,2,2,0,1,3,1,1,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,8,9,9
544,0,1,15,1,0,1,4,3,4,3,0,0,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,9,11,11
546,0,1,16,1,0,1,4,4,3,3,0,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,15,13,13
547,0,1,16,1,1,1,2,2,3,3,3,0,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4,12,11,11
548,0,0,15,1,0,1,4,4,4,3,0,1,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13,13,13
549,0,0,16,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,10,11,11
551,0,0,15,1,0,1,1,1,2,3,0,0,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,12,12
552,0,0,15,1,1,0,2,1,0,2,1,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,11,10,10
553,0,0,15,1,0,1,3,2,1,3,1,0,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,11,11,11
554,0,0,15,1,0,1,1,2,0,2,0,1,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,13,12,13
555,0,0,15,1,0,1,1,2,0,3,0,0,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11,11,11
557,0,1,15,1,1,0,2,1,3,2,0,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11
559,0,1,16,1,1,1,2,1,0,2,0,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10,10
560,0,0,15,0,0,1,3,3,3,3,3,2,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13,13,13
561,0,1,19,1,0,1,3,2,3,0,1,1,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,9,11
562,0,0,17,1,0,1,4,4,2,4,0,1,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13,13,13
563,0,1,15,0,0,1,2,3,0,3,0,1,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,7,8,8
564,0,1,17,0,1,1,1,2,2,2,3,1,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,14,9,8,10
565,0,0,18,0,0,1,1,1,0,2,0,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,10,11
566,0,1,16,0,0,1,2,2,0,2,0,1,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,12,10,11
568,0,1,16,1,1,1,1,2,1,3,0,1,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8,10
569,0,1,17,0,1,1,2,1,0,2,0,1,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,8,8,9
570,0,1,17,0,0,1,3,2,2,2,0,1,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7,6,8
571,0,1,15,1,1,1,1,2,2,2,0,1,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9,10
572,0,1,16,1,0,1,1,3,0,3,0,0,1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,9,8,8
573,0,1,17,0,1,1,1,1,2,3,0,1,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8,8
574,0,1,17,1,0,1,3,2,3,3,0,1,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,7,8
575,0,1,16,1,0,1,2,2,2,2,0,0,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10,11
576,0,0,16,1,0,1,4,2,1,3,1,0,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17,18
577,0,0,16,1,0,1,2,2,2,2,1,1,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,12,12,13
578,0,0,16,1,0,1,4,4,1,1,3,1,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16,16,17
579,0,1,16,1,0,1,3,4,2,2,0,0,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9,9,10
580,0,1,16,1,0,1,1,0,2,2,3,1,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18
581,0,1,17,1,1,1,4,4,4,2,3,1,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,11,9,10
582,0,0,16,1,0,1,1,3,0,3,1,1,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13,13
583,0,0,16,1,1,1,3,3,2,2,3,1,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,14,14,15
584,0,1,17,1,1,1,4,3,4,2,0,1,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10,11,11
585,0,0,16,1,0,1,2,2,3,2,3,1,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12,14
586,0,1,17,1,0,1,3,3,2,2,3,0,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11,9,10
587,0,1,16,0,0,1,4,2,4,3,2,1,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,10,9,11
588,0,1,17,1,0,1,4,3,2,2,0,1,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11,13
589,0,1,16,1,0,1,4,3,4,2,1,1,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10,11
590,0,1,16,1,0,1,3,3,3,2,1,1,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12,13
591,0,0,17,1,0,1,2,4,3,3,3,0,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,18,17
593,0,0,16,1,0,1,3,2,2,2,3,1,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14,15,16
594,0,1,17,1,0,1,3,3,3,3,2,1,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14
595,0,1,16,1,0,1,1,2,3,3,2,1,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11
596,0,1,16,1,1,1,2,1,2,2,0,1,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16
597,0,0,17,1,0,0,3,3,1,2,3,1,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14
598,0,1,17,0,0,1,1,2,0,2,1,1,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9,10
599,0,0,16,1,0,1,2,3,3,3,0,1,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13
600,0,0,17,1,0,1,1,1,0,3,0,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12
602,0,1,16,0,0,1,3,3,3,3,3,1,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10
603,0,1,16,1,0,1,2,3,2,2,1,0,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12
604,0,0,17,1,1,1,2,4,3,3,0,0,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16
605,0,1,17,1,0,1,4,4,3,4,1,1,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14
608,0,0,16,1,1,1,4,4,4,4,3,1,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11
609,0,0,16,1,0,1,4,3,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15
610,0,0,16,1,0,1,2,3,2,2,3,1,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12
611,0,0,17,1,0,1,1,1,2,2,0,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15
613,0,0,16,0,0,1,2,2,3,3,3,1,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13
614,0,0,17,1,0,1,3,4,0,3,1,1,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8
615,0,0,16,1,0,0,3,1,3,2,0,1,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11,11,12
616,0,0,16,1,0,1,4,3,4,2,2,1,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15
617,0,0,16,1,0,1,1,1,0,2,1,1,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13
618,0,0,17,0,0,1,4,3,4,2,3,1,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12
619,0,0,19,1,0,1,3,3,2,2,3,2,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12
620,0,1,17,1,1,1,4,4,3,2,1,1,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12
621,0,0,16,1,0,0,2,2,2,2,3,1,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13
622,0,1,18,1,0,1,2,2,3,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11
623,0,0,17,0,1,1,4,4,3,2,2,1,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11
624,0,0,17,1,1,1,3,2,2,2,3,1,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15
626,0,1,18,1,1,1,3,3,3,1,1,0,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10
627,0,0,17,1,0,1,2,3,0,2,1,0,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13
628,0,0,17,1,0,1,2,2,0,0,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13
629,0,0,17,0,0,1,2,1,0,3,3,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11
630,0,0,17,1,0,1,1,1,0,2,3,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12
631,0,0,16,1,0,1,2,3,3,4,2,1,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13,14
632,0,1,18,1,0,1,2,2,2,2,1,1,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10
633,0,0,16,1,0,1,4,4,4,3,1,1,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16
634,0,0,18,0,0,1,3,1,2,2,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8
635,0,0,17,1,0,1,3,2,2,2,0,1,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17
636,0,1,17,1,1,1,2,3,3,3,3,0,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11
637,0,1,18,1,1,1,2,1,0,2,0,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11
638,0,0,17,1,0,0,2,1,2,2,0,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16
639,0,0,17,1,1,1,4,3,1,2,3,0,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12
640,0,1,17,0,0,1,2,2,2,2,0,0,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13
641,0,1,17,1,0,1,4,4,4,4,3,1,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13
642,0,1,16,1,0,1,4,4,1,2,3,0,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14
643,0,1,16,1,1,1,1,1,2,2,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9
644,0,1,16,1,0,1,3,2,0,2,3,1,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12
645,0,1,17,1,1,1,2,2,2,2,1,0,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16
646,0,0,16,1,0,1,2,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10
647,0,0,16,1,0,0,4,1,2,2,1,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13
650,0,0,18,1,0,1,3,3,2,2,0,1,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7
652,0,1,17,1,0,1,4,4,4,4,0,1,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9
653,0,0,17,1,0,1,3,2,2,2,0,0,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15
654,0,0,17,1,1,1,1,1,0,0,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10
655,0,0,16,1,0,1,1,2,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11
656,0,0,17,0,0,1,2,1,0,3,0,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13
657,0,0,17,0,1,0,1,4,2,2,0,2,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8
659,0,0,17,1,1,0,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10
660,0,0,17,0,1,1,1,1,0,2,0,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15
661,0,0,17,1,1,0,4,2,4,2,0,1,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14
662,0,1,17,1,1,1,4,3,1,2,0,1,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15
663,0,1,17,0,1,0,4,4,4,2,0,1,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12
664,0,1,16,1,1,1,4,3,4,2,0,1,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15
665,0,1,16,1,0,1,4,4,3,3,0,1,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15
666,0,0,17,1,0,1,4,4,4,3,0,1,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12
667,0,1,17,0,0,1,1,1,2,2,1,0,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15
668,0,0,17,1,0,1,3,3,3,2,1,1,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11
669,0,0,17,1,0,1,1,1,0,2,0,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10
670,0,0,18,1,0,1,2,1,2,2,0,2,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11
671,0,1,16,1,0,1,2,1,2,2,0,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16
672,0,0,17,1,0,1,1,1,2,3,0,0,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11
673,0,1,17,1,0,1,2,3,2,2,0,0,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13
674,0,1,22,1,0,1,3,1,3,3,2,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8,5
675,0,1,18,0,1,1,3,3,2,3,0,1,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10
676,0,1,16,1,0,1,0,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11
677,0,1,18,1,0,1,3,2,3,2,0,1,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7
678,0,1,16,1,0,1,3,3,0,2,3,2,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10
679,0,1,18,1,0,1,2,1,3,3,2,1,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6
680,0,1,16,0,0,1,2,1,2,2,0,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12
681,0,1,17,0,0,1,2,1,2,2,0,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13
682,0,1,17,1,1,1,1,1,1,2,0,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10
683,0,0,18,1,1,0,2,1,2,2,0,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13
684,0,0,17,1,1,1,4,2,4,3,3,1,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17
685,0,0,19,1,0,1,2,2,3,3,1,1,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11
686,0,1,18,1,1,1,2,1,3,2,0,1,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11
687,0,0,17,0,0,1,4,2,2,2,0,1,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14
688,0,0,18,1,1,1,1,1,2,0,1,1,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14
689,0,0,18,0,0,1,2,2,2,2,1,1,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13
690,0,1,19,1,1,0,4,3,3,0,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14
691,0,1,18,1,0,1,2,1,2,2,1,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16
692,0,1,17,0,0,1,2,2,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10
693,0,0,17,1,1,1,2,2,3,3,0,0,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12
694,0,0,20,0,0,1,2,1,2,2,0,2,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12
695,0,0,18,1,0,1,4,3,3,2,1,0,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15
696,0,1,18,1,0,1,4,3,4,2,0,1,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11
697,0,1,18,0,0,1,3,2,2,2,0,1,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12
698,0,0,17,1,0,1,3,3,2,2,1,1,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13
